"carat","clarity","color","cut","price"
0.7,"VS2","F","Good",2591
0.31,"VVS1","H","Ideal",846
1.04,"VS2","G","Premium",6709
2.02,"SI2","G","Premium",16929
0.37,"VVS1","D","Very Good",1108
1.07,"VS2","E","Ideal",7240
0.93,"SI1","H","Ideal",3844
1.24,"SI2","G","Premium",3896
0.31,"SI1","I","Premium",418
0.35,"IF","H","Ideal",921
1.01,"SI1","E","Very Good",4399
0.51,"SI1","E","Very Good",1438
0.53,"SI1","E","Premium",2099
1.13,"VS1","F","Very Good",7092
0.3,"VVS1","E","Ideal",1071
0.51,"VS2","F","Ideal",1875
1.5,"VS2","H","Very Good",7484
1.5,"VS1","G","Premium",13720
0.84,"SI1","D","Ideal",3685
0.33,"VS2","I","Premium",594
0.31,"VVS1","G","Premium",816
1.01,"VS2","H","Ideal",5317
0.47,"VS2","I","Ideal",884
0.3,"SI1","H","Very Good",432
1.01,"SI2","F","Ideal",4017
0.51,"SI2","D","Good",1268
0.7,"IF","E","Premium",3403
0.29,"VS1","E","Very Good",496
1.16,"VS2","I","Ideal",5207
1.21,"SI1","I","Premium",5285
1.01,"SI1","G","Ideal",5273
1.1,"VVS2","H","Very Good",6497
0.4,"VVS1","J","Ideal",704
0.42,"SI2","D","Premium",700
0.26,"VVS2","E","Very Good",564
1.51,"VVS1","I","Good",9301
0.5,"SI1","H","Ideal",1178
0.3,"IF","E","Ideal",1013
0.31,"VS1","H","Premium",544
0.7,"VS2","H","Very Good",2074
0.77,"SI1","F","Premium",2745
0.26,"SI1","G","Ideal",394
0.41,"SI1","E","Premium",705
1.12,"SI2","G","Ideal",4158
0.32,"SI1","H","Good",449
1.34,"SI2","J","Very Good",5335
1.01,"VS2","F","Ideal",7338
0.71,"VS2","E","Ideal",3381
0.9,"VS1","H","Premium",4064
0.93,"VS2","F","Very Good",4925
0.32,"VVS1","E","Ideal",917
1.04,"IF","G","Premium",9039
1.01,"SI2","D","Very Good",4588
1.03,"SI1","H","Premium",4603
0.78,"SI2","F","Ideal",2386
1.02,"SI1","G","Ideal",5426
0.36,"VS1","E","Premium",852
0.38,"VVS2","D","Ideal",1060
0.37,"VS2","H","Very Good",608
0.31,"VVS1","G","Very Good",816
1.5,"VS1","I","Good",9278
1.11,"VVS2","G","Ideal",8843
0.32,"VS1","G","Good",628
1.14,"SI2","F","Very Good",4652
0.59,"SI1","G","Ideal",1891
0.32,"VS2","E","Ideal",637
1.01,"SI2","F","Very Good",4355
0.47,"SI1","E","Premium",1087
0.3,"SI1","D","Premium",552
0.23,"VS1","H","Ideal",423
0.79,"VVS1","E","Premium",4490
0.36,"VS1","G","Very Good",741
0.33,"VS1","J","Very Good",434
0.78,"VS1","D","Ideal",4336
1.62,"SI1","F","Ideal",12857
0.71,"VS2","G","Premium",2766
1.11,"VVS2","F","Premium",9548
0.32,"VVS1","G","Ideal",732
0.33,"VVS1","E","Ideal",984
0.85,"VS1","J","Good",2372
0.9,"VS1","E","Good",5201
0.59,"VS1","I","Ideal",1442
0.33,"VVS2","E","Ideal",814
0.32,"VVS2","G","Very Good",672
0.96,"VS1","H","Good",4535
1.01,"SI2","J","Very Good",3793
0.3,"SI1","I","Ideal",422
1.01,"SI2","F","Good",3897
0.59,"VS2","J","Very Good",1287
0.52,"VVS2","G","Ideal",1957
0.4,"VS1","F","Very Good",868
0.55,"VVS2","F","Ideal",2629
0.81,"VS1","D","Premium",4284
0.58,"VVS1","I","Very Good",1790
0.92,"SI2","E","Ideal",4011
0.31,"SI1","H","Ideal",421
0.31,"VS2","H","Ideal",646
0.4,"VVS1","F","Ideal",1263
0.43,"VVS2","G","Ideal",1129
1.74,"SI2","D","Ideal",9880
0.28,"VVS2","H","Ideal",522
1.12,"VS2","F","Ideal",8251
0.54,"IF","I","Ideal",1763
0.3,"SI1","D","Very Good",515
0.54,"SI1","F","Premium",1330
0.53,"VVS2","E","Ideal",2263
2.01,"SI1","J","Ideal",9725
0.7,"VS1","E","Premium",2887
0.32,"VS2","E","Ideal",702
0.72,"VS2","E","Ideal",3427
0.32,"VS1","H","Premium",720
0.7,"SI1","G","Ideal",2312
0.41,"SI1","E","Ideal",904
0.59,"SI2","D","Ideal",1425
0.3,"SI1","D","Ideal",524
0.42,"SI1","D","Premium",810
0.52,"VS2","H","Good",1385
0.38,"VVS2","E","Ideal",1030
0.7,"IF","G","Ideal",3672
0.36,"VS1","G","Premium",726
0.31,"VVS1","G","Ideal",789
1.64,"SI2","I","Premium",8743
1.25,"SI2","G","Premium",4991
0.51,"VVS2","D","Ideal",2742
0.4,"VVS2","G","Ideal",1050
1.26,"SI2","I","Ideal",5363
0.72,"VVS2","I","Ideal",2594
1.02,"VS2","E","Premium",6854
0.3,"VS2","F","Premium",605
0.7,"SI2","F","Fair",2394
1.01,"SI1","D","Good",5543
0.91,"SI2","E","Ideal",3772
1,"SI2","F","Good",3265
0.3,"IF","I","Very Good",810
1.51,"SI1","G","Very Good",7585
0.5,"SI1","H","Premium",1091
1.2,"SI2","G","Ideal",5562
0.71,"VS1","D","Ideal",3518
1,"SI2","F","Premium",4155
0.74,"VS2","E","Ideal",3036
0.69,"VS1","G","Fair",2235
0.77,"SI2","E","Premium",2723
0.71,"SI1","F","Good",2258
1.2,"VS2","H","Premium",6547
1.01,"SI2","F","Very Good",4416
0.38,"VVS1","F","Ideal",1070
0.31,"SI1","D","Good",571
0.56,"SI1","I","Very Good",1175
0.71,"SI2","J","Very Good",1986
0.78,"SI1","F","Ideal",3362
0.8,"VVS2","H","Very Good",3036
0.43,"SI1","D","Premium",1064
2.64,"SI2","H","Ideal",17407
0.41,"SI1","H","Ideal",683
0.71,"VS1","F","Ideal",3404
0.9,"SI2","D","Premium",3780
1.1,"SI1","H","Very Good",4276
0.7,"SI1","E","Ideal",2768
0.38,"VVS2","G","Ideal",929
0.42,"VS2","G","Ideal",1087
1.03,"SI2","E","Very Good",4326
0.23,"VVS1","H","Ideal",484
0.7,"SI1","J","Very Good",1735
1.03,"VVS1","G","Ideal",8608
0.71,"SI1","F","Premium",2633
0.33,"IF","G","Ideal",946
1.01,"SI1","D","Very Good",4666
0.3,"VS1","H","Ideal",526
1.36,"VVS1","F","Ideal",15247
1.07,"SI1","G","Premium",5091
0.4,"VS2","D","Premium",982
1.08,"SI1","D","Ideal",6539
2.21,"SI2","G","Premium",15970
0.72,"VS2","D","Ideal",3219
0.71,"VS2","G","Ideal",2762
0.71,"SI1","D","Good",2719
0.3,"SI1","H","Very Good",421
0.31,"VS1","H","Ideal",698
0.32,"IF","F","Ideal",943
2.03,"I1","H","Fair",6002
0.73,"SI1","G","Premium",2163
0.34,"VVS1","H","Very Good",995
1.25,"VS1","I","Premium",6545
2.16,"SI2","F","Very Good",18678
1,"VS2","J","Fair",3422
0.39,"VVS2","E","Ideal",1100
0.71,"SI1","E","Ideal",2258
0.53,"SI1","E","Premium",1607
1.42,"SI1","E","Premium",9447
1.03,"SI1","G","Ideal",5147
0.3,"SI1","I","Ideal",506
0.4,"SI2","D","Premium",798
0.42,"VVS2","G","Ideal",1103
0.9,"VS2","G","Fair",4309
0.7,"VVS1","H","Premium",2603
0.57,"VVS1","F","Ideal",2682
0.7,"SI1","F","Very Good",2161
0.35,"SI1","H","Very Good",491
0.27,"VVS2","E","Very Good",606
0.31,"IF","F","Ideal",901
0.34,"SI2","E","Premium",477
0.3,"SI2","F","Very Good",394
0.51,"VS1","E","Ideal",1851
0.61,"VVS1","D","Ideal",4241
0.41,"VS2","D","Good",873
0.52,"VS2","H","Ideal",1385
0.4,"VS1","J","Very Good",606
0.55,"VVS1","G","Ideal",2116
0.59,"SI2","E","Ideal",1248
0.5,"VVS2","F","Very Good",2052
0.53,"VS1","G","Ideal",1721
1.5,"VS1","G","Ideal",14067
1.1,"VS2","H","Ideal",6344
0.34,"VS2","H","Very Good",689
0.71,"SI1","E","Very Good",2735
0.71,"SI2","E","Good",2215
0.54,"SI1","G","Very Good",1392
1.3,"SI1","J","Premium",5569
1.07,"IF","F","Very Good",11019
0.9,"SI1","H","Good",3726
1.01,"SI1","F","Good",4619
0.38,"SI1","G","Ideal",639
1.01,"VS2","I","Ideal",5855
0.42,"SI1","G","Premium",920
0.7,"VS2","H","Good",2187
1.51,"VS1","J","Good",7848
0.55,"VS2","E","Ideal",1643
0.94,"SI1","D","Good",4790
0.33,"IF","H","Premium",868
0.9,"VS2","G","Good",4309
0.51,"SI2","E","Very Good",1098
0.3,"IF","H","Premium",789
0.34,"SI1","G","Very Good",536
1.5,"SI2","E","Premium",8064
0.3,"SI1","F","Good",500
0.58,"SI1","D","Very Good",1720
0.33,"VS2","F","Ideal",854
0.71,"SI1","I","Ideal",2319
0.7,"VS1","H","Very Good",2482
0.9,"VS1","G","Good",4460
1.24,"VS2","H","Premium",6962
0.32,"SI1","D","Good",589
1.56,"SI1","I","Fair",7950
0.59,"VVS2","G","Ideal",2131
0.36,"SI1","D","Premium",663
0.7,"VVS2","D","Ideal",5539
0.52,"VS2","E","Premium",1815
0.3,"VS2","E","Ideal",844
1.51,"VS1","H","Premium",10655
1.11,"VS2","G","Very Good",4834
0.31,"VS2","F","Ideal",583
0.5,"VS1","D","Ideal",2025
1.04,"VVS2","F","Ideal",10804
1.57,"VS1","G","Premium",14180
0.27,"VS2","H","Ideal",509
0.31,"VS2","D","Ideal",942
1,"SI1","D","Premium",5880
1.12,"SI2","G","Good",4158
0.4,"VS1","E","Ideal",1053
0.34,"VS2","E","Ideal",760
0.33,"VS1","E","Premium",781
0.52,"VS2","D","Ideal",1868
2.04,"VS2","J","Premium",13734
1.72,"VVS2","I","Premium",12509
1.11,"VS1","I","Good",4817
1.01,"SI2","J","Fair",2683
0.32,"VS1","G","Ideal",828
0.31,"SI1","D","Very Good",732
0.33,"VS2","D","Good",625
1.04,"SI2","E","Good",4290
1.24,"VVS2","F","Very Good",11234
0.73,"SI2","E","Ideal",2434
0.42,"VVS1","F","Premium",1389
0.33,"VVS2","F","Ideal",1067
1.33,"VS1","G","Premium",9699
0.3,"VS2","E","Very Good",614
0.82,"VS1","I","Very Good",2583
0.92,"SI1","F","Premium",3910
0.92,"VS1","H","Premium",4155
0.52,"VS2","E","Ideal",1815
0.43,"VS2","G","Premium",867
1.57,"SI2","E","Ideal",10550
0.39,"VS1","E","Ideal",1097
0.43,"SI2","E","Premium",716
0.3,"VS2","F","Ideal",776
1.03,"SI2","J","Good",3149
1.03,"SI1","H","Premium",4274
1.52,"VS1","J","Premium",8426
1.5,"VS2","F","Premium",14372
1.4,"SI1","H","Ideal",8075
0.31,"SI1","G","Premium",462
0.41,"VS1","D","Very Good",1151
0.7,"VVS1","F","Ideal",3830
1.41,"VVS2","D","Premium",17216
0.51,"VS1","G","Premium",1662
0.81,"SI2","G","Good",2789
1.2,"SI1","I","Very Good",5522
0.54,"SI1","F","Premium",1369
0.5,"SI1","E","Fair",1098
0.55,"VVS1","H","Ideal",2303
0.55,"SI1","F","Very Good",1316
0.7,"SI2","I","Very Good",1603
1.5,"I1","D","Premium",3780
0.31,"VS1","E","Ideal",734
1.01,"SI1","E","Good",5627
1.21,"VS1","I","Ideal",6292
1,"SI1","E","Ideal",4864
0.39,"IF","G","Ideal",1200
0.9,"SI2","I","Very Good",3001
1.5,"VS1","J","Premium",7832
0.31,"VVS2","J","Ideal",468
1.23,"SI2","D","Very Good",6710
0.3,"SI1","I","Very Good",394
0.51,"VS2","E","Ideal",1733
0.71,"SI2","E","Premium",2322
1.61,"VS2","H","Ideal",13873
0.35,"VVS2","H","Very Good",706
0.9,"SI1","E","Fair",3508
0.87,"SI1","J","Premium",2321
1.26,"SI1","J","Premium",5080
0.32,"VVS2","H","Very Good",828
0.3,"IF","G","Premium",956
0.3,"VVS1","G","Good",789
0.5,"VS1","E","Ideal",1675
0.31,"VS2","F","Ideal",802
0.5,"VS2","F","Good",1436
0.26,"VVS2","G","Ideal",514
0.35,"VS1","I","Ideal",552
1.21,"SI1","I","Very Good",4404
1.22,"VS2","G","Very Good",8340
1.01,"SI1","F","Premium",5345
0.78,"VS1","G","Ideal",3736
0.57,"SI1","F","Ideal",1397
0.7,"VS1","F","Good",2759
0.76,"SI2","E","Ideal",2680
0.34,"SI1","D","Premium",803
1.02,"SI2","I","Very Good",3980
0.73,"SI1","E","Ideal",2914
0.36,"VS2","E","Very Good",631
1.23,"SI2","G","Premium",4408
0.35,"VS2","F","Ideal",906
0.73,"VS2","D","Ideal",3182
1.2,"SI1","I","Very Good",5816
0.26,"VVS2","H","Very Good",468
0.42,"VVS1","I","Ideal",945
0.4,"SI2","E","Ideal",689
0.42,"SI1","E","Premium",722
0.32,"SI1","F","Very Good",533
1.02,"SI2","H","Good",3770
1.22,"SI2","D","Very Good",5721
1.51,"SI1","F","Premium",11374
1,"SI1","I","Good",4015
0.32,"VVS2","H","Ideal",628
0.55,"VS1","G","Ideal",1881
0.32,"VVS1","D","Ideal",1140
0.52,"SI1","G","Ideal",1675
0.91,"SI2","F","Very Good",3659
1.5,"VS2","D","Very Good",13287
1.02,"VVS1","G","Ideal",8485
0.39,"SI1","F","Ideal",919
0.4,"IF","H","Ideal",1074
1.71,"SI1","F","Very Good",13152
1.58,"SI1","F","Ideal",12621
0.33,"VS1","H","Ideal",579
0.9,"VS2","H","Premium",4082
0.7,"VS1","H","Premium",2435
1.05,"VS2","E","Premium",6930
1.01,"SI1","D","Premium",5543
0.6,"VS1","G","Ideal",2147
1.02,"SI2","H","Fair",4398
2.48,"SI2","I","Very Good",17448
1.01,"SI2","F","Premium",4416
0.72,"VS2","E","Premium",2626
0.71,"VVS2","D","Ideal",3856
0.34,"VS2","F","Premium",686
1.22,"SI1","I","Premium",5602
0.73,"VS2","F","Premium",2683
1.7,"VS2","I","Premium",11257
0.31,"SI1","F","Ideal",707
0.31,"VS2","D","Ideal",734
0.55,"IF","H","Ideal",1905
0.4,"SI1","E","Ideal",945
0.32,"VVS1","G","Premium",1080
0.9,"SI2","H","Premium",3105
1.52,"VVS1","J","Very Good",9593
0.71,"VVS2","H","Very Good",2709
2.16,"I1","F","Ideal",9036
0.36,"VVS2","E","Ideal",998
0.9,"VS2","F","Good",4268
0.24,"VVS2","E","Very Good",552
0.53,"VS1","H","Premium",1607
0.37,"SI1","D","Good",681
0.34,"VS1","E","Ideal",875
2.38,"VS2","J","Very Good",16126
0.32,"VVS1","G","Ideal",779
2.28,"VS1","J","Premium",16174
0.65,"VS2","G","Very Good",2009
0.51,"VVS2","F","Very Good",2633
1.54,"VS2","G","Ideal",13508
1.31,"VS1","G","Premium",9891
0.7,"VS2","E","Ideal",3370
0.25,"VVS2","E","Very Good",575
0.56,"VVS2","G","Ideal",2004
0.56,"VS2","E","Very Good",1755
1.5,"VS2","D","Very Good",17153
0.5,"SI1","J","Good",959
1.13,"I1","F","Ideal",3542
0.24,"VVS2","F","Very Good",538
1.6,"SI2","F","Premium",6899
1,"SI1","H","Fair",4150
1.01,"SI2","I","Premium",3971
0.31,"SI1","D","Ideal",732
0.55,"VS2","E","Ideal",1596
1.22,"VS2","I","Ideal",5960
1,"VS2","G","Premium",6048
0.31,"SI1","D","Very Good",732
1.33,"SI2","F","Premium",6790
1.51,"VS1","I","Ideal",10576
0.4,"VVS1","G","Premium",1123
1.51,"VVS2","I","Premium",9328
0.91,"SI2","F","Premium",3746
0.51,"SI2","F","Ideal",1046
0.81,"SI2","J","Ideal",2100
1.01,"SI1","G","Premium",5006
0.31,"VS2","H","Ideal",628
0.53,"SI2","D","Premium",1318
0.56,"VS1","H","Ideal",1715
1.17,"SI2","H","Very Good",4826
0.76,"SI2","F","Premium",2469
1.01,"VVS1","F","Premium",7741
1.56,"VS1","I","Very Good",9857
0.51,"VVS1","E","Ideal",2745
0.74,"VS1","H","Very Good",2709
0.31,"VS1","F","Good",779
0.34,"VS2","D","Ideal",1033
0.81,"VS1","G","Very Good",3507
0.7,"SI2","D","Premium",2562
0.64,"VS2","F","Premium",2131
0.3,"VS2","D","Ideal",710
1.11,"VS1","I","Ideal",5152
1.64,"SI1","E","Very Good",12779
0.54,"VVS2","F","Ideal",2180
0.7,"VS1","G","Very Good",2475
0.52,"VS2","F","Very Good",1680
1.56,"SI1","F","Very Good",12207
0.3,"VVS2","E","Very Good",622
1.01,"SI1","D","Fair",5385
1.01,"SI2","J","Premium",3563
1.04,"SI2","G","Very Good",4084
0.52,"VS1","G","Premium",1689
1.02,"SI2","D","Very Good",4712
0.82,"SI2","F","Ideal",2867
0.3,"SI1","E","Good",675
0.33,"IF","H","Ideal",806
0.36,"VS2","E","Very Good",789
0.71,"VS1","F","Very Good",2807
0.4,"VS2","D","Premium",1050
0.5,"SI1","E","Fair",1238
0.41,"VS2","G","Ideal",827
1.12,"SI2","F","Premium",4654
2.45,"SI2","J","Very Good",11843
1.32,"VS2","E","Ideal",10919
0.56,"SI1","D","Ideal",1578
1.01,"VS2","G","Very Good",5886
1.4,"VS1","G","Very Good",11262
1.05,"SI1","F","Ideal",5842
0.77,"SI1","E","Ideal",3827
1.07,"SI1","J","Ideal",5281
0.77,"SI2","G","Premium",2391
0.3,"VS2","G","Ideal",545
0.41,"SI1","E","Good",654
0.55,"VS2","E","Ideal",1596
1.5,"VS2","G","Ideal",12787
1.29,"I1","G","Fair",4277
1.01,"SI1","E","Good",4480
0.32,"VS2","I","Premium",449
0.84,"VS1","D","Very Good",4443
1.12,"VVS2","H","Ideal",7091
0.52,"VVS1","F","Ideal",2333
2.01,"SI1","H","Very Good",16901
0.5,"VVS2","E","Ideal",2236
1.05,"VVS1","G","Ideal",8546
0.7,"VS1","F","Ideal",3199
1.2,"VS2","G","Premium",9677
0.57,"SI2","E","Premium",1414
0.91,"VS2","G","Very Good",5484
0.4,"VS2","F","Premium",842
0.4,"SI1","D","Good",720
0.3,"VVS1","F","Ideal",1041
0.57,"VS2","G","Very Good",1608
0.9,"SI1","D","Very Good",4304
0.32,"IF","J","Ideal",533
0.91,"VS2","H","Very Good",4201
1.11,"SI1","J","Good",3846
0.72,"VVS1","F","Ideal",3795
0.78,"SI2","H","Very Good",2348
0.42,"SI1","D","Ideal",810
0.32,"VS1","G","Ideal",551
1.51,"VS2","G","Very Good",12872
1.04,"VS2","I","Ideal",5105
0.31,"SI1","G","Ideal",446
0.78,"SI1","D","Very Good",3258
1.06,"VS1","F","Ideal",7479
2.13,"SI2","I","Premium",12980
1.01,"VS2","G","Good",5599
0.78,"SI2","H","Ideal",2332
0.9,"SI2","F","Very Good",3368
1.2,"SI2","H","Premium",5376
0.63,"VS1","F","Ideal",2644
0.4,"VS1","D","Ideal",1059
0.32,"SI2","E","Ideal",576
2.01,"SI2","E","Premium",17179
0.31,"VS2","E","Ideal",642
0.5,"VS2","E","Premium",1559
0.8,"SI2","F","Premium",2371
0.3,"VVS2","E","Good",622
0.72,"SI2","G","Very Good",2050
2.23,"SI2","G","Premium",16805
0.3,"VVS1","H","Ideal",684
1.5,"SI1","J","Premium",5536
0.52,"VS2","G","Ideal",1586
0.57,"SI2","D","Ideal",1359
0.34,"VVS2","D","Ideal",1174
1.5,"SI1","F","Premium",11613
1.11,"SI2","E","Ideal",5262
1.51,"VS2","H","Very Good",10822
0.31,"VVS1","G","Ideal",710
0.38,"VVS1","H","Very Good",967
1.75,"VVS2","J","Ideal",11609
0.38,"IF","E","Very Good",1421
0.79,"VS1","F","Very Good",3806
0.71,"VVS2","I","Very Good",2137
1.2,"IF","G","Very Good",10497
0.33,"VS2","F","Ideal",660
0.54,"VS2","F","Ideal",1680
0.34,"VS2","E","Premium",956
0.35,"SI1","I","Ideal",472
1.08,"VS2","G","Very Good",6777
0.72,"SI1","E","Ideal",3409
0.52,"VS2","F","Premium",1720
0.73,"SI1","F","Premium",2190
0.6,"VS2","D","Very Good",1657
0.9,"SI1","F","Ideal",4284
0.52,"VS2","G","Good",1349
1,"VS1","J","Fair",2875
0.55,"SI1","J","Premium",1348
0.73,"SI2","F","Premium",2393
1.01,"SI1","H","Very Good",4052
0.31,"VS1","H","Very Good",698
1.93,"VS1","H","Premium",16941
0.52,"SI2","G","Ideal",1151
0.4,"SI1","F","Premium",945
0.5,"VS2","E","Ideal",1624
1.01,"SI1","E","Premium",5599
0.59,"VS2","G","Ideal",2159
0.4,"VVS2","G","Ideal",883
0.4,"VVS2","H","Ideal",1125
0.32,"VVS1","E","Very Good",748
1.58,"IF","G","Ideal",17329
0.33,"IF","E","Premium",1207
0.54,"VVS1","H","Ideal",1944
1.03,"VVS2","F","Ideal",8860
0.42,"VVS2","F","Premium",1221
0.7,"VS1","E","Very Good",2671
1.04,"I1","I","Fair",2037
1.57,"SI1","H","Very Good",10200
2,"SI2","J","Premium",11106
1.62,"VS2","H","Ideal",11114
0.74,"SI2","D","Ideal",2690
1.2,"SI1","H","Premium",5822
0.32,"VS1","F","Ideal",702
0.7,"VS2","G","Very Good",2562
0.31,"IF","H","Ideal",789
0.42,"VS2","E","Ideal",1024
1.2,"VS1","H","Premium",6720
1.7,"VS1","I","Ideal",12030
0.32,"VS1","G","Ideal",645
1,"SI2","E","Very Good",4321
0.37,"SI1","E","Ideal",613
0.32,"SI1","D","Premium",756
0.23,"IF","F","Very Good",485
0.58,"SI2","E","Ideal",1359
0.31,"VVS1","H","Ideal",687
0.44,"SI1","E","Premium",778
0.25,"VVS2","E","Very Good",526
0.74,"SI1","G","Very Good",2762
0.52,"VVS2","G","Ideal",2338
1.53,"VS2","I","Ideal",9596
1.51,"SI1","E","Fair",8869
1.02,"SI2","J","Good",3534
0.32,"VS1","F","Ideal",900
0.41,"VS1","J","Ideal",648
1.04,"SI1","E","Premium",5612
0.74,"VS2","G","Good",2322
0.31,"IF","G","Ideal",839
0.3,"VS1","G","Very Good",629
0.9,"SI1","F","Ideal",3992
1.01,"SI1","G","Very Good",4588
1.34,"VS1","I","Ideal",7016
1,"VS1","J","Premium",4144
1,"SI2","F","Premium",3858
1.27,"SI1","I","Premium",5690
0.7,"VVS2","H","Premium",2717
1.11,"VS2","G","Ideal",6713
0.7,"VS1","F","Good",2751
0.91,"SI1","E","Good",4211
0.52,"SI1","E","Premium",1303
0.38,"VS2","D","Very Good",871
1.52,"VVS1","I","Ideal",10968
1.15,"SI2","H","Premium",4830
1.11,"SI2","H","Ideal",4662
0.34,"VVS1","G","Ideal",956
0.54,"VS2","G","Premium",1422
1.07,"VS2","J","Ideal",4686
0.4,"VS1","J","Premium",810
0.71,"SI1","D","Premium",2797
0.9,"VVS1","H","Premium",4890
1.06,"VS2","I","Ideal",5362
1.22,"VS1","F","Ideal",9581
0.73,"SI1","D","Very Good",2197
0.76,"SI1","E","Ideal",3401
1.04,"IF","G","Premium",8813
1.24,"VVS1","G","Ideal",10724
1.47,"SI1","H","Very Good",8663
0.7,"SI2","G","Premium",1814
1.5,"SI1","I","Very Good",8291
2.09,"SI2","F","Premium",12377
0.7,"SI1","J","Fair",1723
1.15,"SI1","G","Premium",5851
1.03,"SI1","F","Ideal",6059
0.31,"VS2","G","Ideal",652
1.01,"SI1","E","Premium",5366
1.32,"VS1","G","Premium",9979
0.9,"VS1","I","Very Good",3844
1.5,"VS2","E","Premium",14790
0.41,"IF","G","Ideal",1259
1.2,"VVS2","F","Very Good",10931
0.53,"SI1","F","Very Good",1291
0.43,"SI1","E","Ideal",975
0.33,"VVS2","H","Ideal",666
0.82,"SI2","E","Premium",2824
1.55,"SI2","E","Premium",7161
0.56,"VS2","E","Premium",1819
1.11,"IF","E","Ideal",15464
1.03,"VS2","E","Premium",5906
1.51,"IF","F","Premium",18102
0.9,"SI1","F","Good",4712
0.32,"VVS1","F","Ideal",828
1.27,"VS2","F","Ideal",10656
1.1,"SI1","H","Ideal",5636
1.05,"I1","E","Premium",3293
0.73,"VS2","G","Ideal",3307
0.9,"SI1","I","Ideal",3251
0.9,"SI1","E","Premium",4677
0.51,"VS1","F","Ideal",1680
0.61,"VS2","G","Very Good",1861
0.7,"VVS2","E","Very Good",4240
1.03,"VS1","G","Premium",6659
0.5,"VS2","F","Very Good",1345
1.16,"SI2","F","Premium",5072
0.3,"VS2","E","Very Good",658
1.63,"SI1","G","Very Good",11990
0.5,"VVS1","G","Very Good",1885
1.06,"SI1","I","Very Good",4507
1.07,"SI2","H","Ideal",4434
0.39,"VS2","D","Premium",1024
0.91,"VS2","E","Fair",4550
1.08,"VS2","F","Premium",7637
1.01,"VS2","F","Very Good",6196
0.3,"VVS2","G","Good",678
0.42,"SI1","D","Ideal",810
1,"VVS1","H","Very Good",6296
0.32,"SI1","H","Premium",576
1.01,"VS1","G","Very Good",6326
1.23,"VS1","F","Very Good",10609
0.61,"SI1","D","Very Good",1828
0.7,"VVS2","F","Ideal",3160
0.92,"SI2","F","Very Good",3625
0.57,"VS1","I","Premium",1212
0.4,"VS1","E","Very Good",959
1.24,"SI1","H","Ideal",6867
1.01,"VVS2","G","Very Good",6354
0.62,"SI1","D","Ideal",1927
1.86,"VVS2","H","Very Good",17267
2.01,"SI2","H","Very Good",12229
0.93,"SI2","G","Premium",3802
0.31,"SI1","G","Ideal",493
1.11,"VS2","I","Premium",4744
1.7,"SI2","H","Very Good",9745
0.39,"SI1","J","Ideal",539
0.28,"VVS2","E","Very Good",669
0.54,"VS2","G","Ideal",1637
0.91,"SI2","G","Good",3340
0.24,"VVS2","E","Very Good",485
1.5,"VS2","H","Good",8165
0.27,"VS1","H","Ideal",464
0.43,"VVS2","G","Ideal",1129
0.36,"VS1","H","Very Good",631
1.2,"VS2","D","Ideal",9596
0.7,"SI1","E","Ideal",2728
0.71,"SI1","E","Good",2573
1.14,"VS1","E","Very Good",8315
1.22,"VS2","G","Ideal",7783
0.3,"SI1","D","Premium",709
1.11,"SI2","E","Fair",4873
0.5,"VVS2","G","Ideal",1935
0.4,"VS1","E","Very Good",1053
1.01,"VS1","F","Ideal",8860
0.9,"VS2","H","Premium",4266
2.52,"I1","G","Fair",10076
0.54,"IF","G","Very Good",2128
1.2,"VS1","G","Ideal",8701
0.32,"VVS2","G","Ideal",730
1.17,"SI1","H","Premium",5004
1.7,"VS1","I","Very Good",12311
0.35,"VS2","E","Ideal",984
0.31,"IF","F","Ideal",901
0.6,"VVS1","D","Ideal",4172
0.45,"VVS1","G","Good",1254
1.75,"VS2","G","Ideal",17343
0.34,"VS1","G","Good",686
0.5,"SI2","E","Very Good",1077
1.73,"SI1","H","Premium",12931
0.31,"VS1","G","Premium",625
0.32,"VVS2","H","Premium",828
0.72,"SI1","E","Good",2305
0.37,"VVS2","H","Premium",957
0.64,"VVS1","D","Ideal",4281
1.1,"VS2","H","Premium",5729
0.26,"VS2","E","Premium",580
2.1,"SI1","I","Ideal",13182
0.7,"VS2","J","Premium",1940
0.51,"VVS2","G","Ideal",1926
0.64,"SI1","D","Ideal",1967
0.24,"VVS2","D","Premium",668
0.74,"VVS1","G","Ideal",3402
1.03,"SI1","F","Ideal",5366
0.5,"SI1","D","Ideal",1654
0.37,"VS1","G","Ideal",798
1.06,"SI2","E","Ideal",5319
0.24,"VVS1","E","Very Good",521
0.77,"SI1","E","Premium",2975
1.56,"SI2","J","Very Good",6996
0.31,"VVS1","E","Ideal",1105
0.93,"SI1","G","Premium",4062
2.01,"SI1","H","Ideal",16733
0.5,"VS1","F","Ideal",1710
0.32,"VS2","G","Ideal",720
0.73,"VS2","E","Premium",2854
1.2,"SI1","H","Premium",5669
0.9,"VS2","F","Ideal",5141
0.97,"SI2","H","Ideal",3802
1.01,"SI1","H","Premium",4642
1.1,"VS1","I","Ideal",5544
1.5,"VS2","E","Very Good",11939
0.9,"SI1","G","Premium",3774
0.8,"VS1","E","Premium",3967
1.5,"VS2","F","Premium",13853
0.25,"VVS2","F","Very Good",633
1.21,"VVS2","J","Premium",5431
1.52,"VS2","E","Ideal",15239
